ArtifactID,Category
com.io7m.jwhere:com.io7m.jwhere.cmdline,Software Construction
com.io7m.jxe:com.io7m.jxe.core,Computing Foundations
com.io7m.percentpass:com.io7m.percentpass.extension,Mathematical Foundations
com.io7m.xstructural:com.io7m.xstructural.cmdline,Software Construction
com.iovation.deviceprint.lib.DevicePrint:deviceprint-lib-release-2.3.3,Software Construction
com.iovation.fraudforce.lib.FraudForce:fraudforce-lib-4.1.1-release,Software Construction
com.iovation.fraudforce.lib.FraudForce:fraudforce-lib-release-3.0.1,Software Construction
com.iovation.fraudforce.lib.FraudForce:fraudforce-lib-release-4.0.0,Software Construction
com.iovation.mobile.android:deviceprint-2.3.3,Software Construction
com.iqarr.cache:cache,Computing Foundations
com.iqarr.compiler:zy-compiler-utils,Others
com.iqarr.serializable:serializable,Computing Foundations
com.iqiyi.xcrash:xcrash-android-lib,Others
com.ironsource.adapters:admobadapter,Others
com.ironsource.adapters:facebookadapter,Others
com.ironsource.adapters:fyberadapter,Others
com.ironsource.adapters:inmobiadapter,Others
com.ironsource.adapters:mintegraladapter,Others
com.ironsource.adapters:pangleadapter,Others
com.ironsource.adapters:unityadsadapter,Others
com.ironsource.sdk:mediationsdk,Others
com.isomorphic.extras:isomorphic-m2pluginextras,Others
com.isotrol.impe3.tickets:impe3-tickets-jersey,Others
com.itv:scalapact-test-shared_2.12,Others
com.itv:scalapact-test-shared_2.13,Others
com.itv:scalapact-test-shared_3,Others
com.ivankocijan:MagicViews,Software Construction
com.jaeksoft:pojodbc,Others
com.jafpl:jafpl_2.12,Software Utilities
com.jafpl:jafpl_2.13,Software Utilities
com.jakewharton.sdkmanager:gradle-plugin,Software Construction
com.jakewins:javadoc-test,Computing Foundations
com.jalalkiswani:smart-cloud-web,Others
com.jamesmurty.utils.wso2:java-xmlbuilder,Software Engineering Operations
com.jarektoro:responsive-layout,Software Engineering Management
com.jaspersoft.jasperserver.api.metadata:jasperserver-api-metadata,Software Configuration Management
com.jaspersoft.jasperserver:jasperserver-common-ws,Software Configuration Management
com.jaspersoft.jasperserver:jasperserver-ireport-plugin,Software Configuration Management
com.java-adventures.junit:glassfish-junit-rule,Software Security
com.javaforge.tapestry:tapernate,Software Configuration Management
com.javaforge.tapestry:tapestry-flash,Software Construction
com.javaforge.tapestry:tapestry-prop,Others
com.javaforge.tapestry:tapestry-spring,Software Configuration Management
com.javaforge.tapestry:tapestry-testng,Software Configuration Management
com.javax0.jamal:jamal-core,Others
com.javax0.jamal:jamal-engine,Others
com.javax0.jamal:jamal-snippet,Others
com.jcraft.jzlib:com.springsource.com.jcraft.jzlib,Computing Foundations
com.jcraft:jcterm,Others
com.jcraft:jogg,Others
com.jcraft:jorbis,Others
com.jd.bdp.jdw:serializer_2.10,Others
com.jd.bdp:magpie-framework,Others
com.jd.bdp:magpie-monitor-commons,Others
com.jd.bdp:magpie-monitor-constants,Others
com.jd.bdp:magpie-queue,Others
com.jd.bdp:whale-client,Others
com.jdiai.tools:jdi-light-saber,Software Quality
com.jetbrains.fleet.bundles:bundles,Software Construction
com.jetbrains.intellij.platform:jps-model,Software Construction
com.jetbrains.intellij.platform:jps-model-impl,Software Construction
com.jetbrains.intellij.platform:jps-model-serialization,Software Construction
com.jetbrains.intellij.platform:util,Software Construction
com.jetbrains:idea,Computing Foundations
com.jetbrains:ideaIC,Computing Foundations
com.jetdrone:yoke.engine.mvel,Software Construction
com.jetta:formsrt,Software Construction
com.jezhumble.wso2:javasysmon,Others
com.jfinal:jfinal-e7du,Computing Foundations
com.jfinal:jfinal-undertow,Computing Foundations
com.jfirer:Fse,Computing Foundations
com.jfirer:jfireEl,Computing Foundations
com.jfrog.bintray.gradle:gradle-bintray-plugin,Software Construction
com.jgoodies:common,Others
com.jhickman:gwt-customuibinder,Software Quality
com.jhickman:gxt-uibinder,Software Quality
com.jhlabs:imaging,Software Construction
com.jidesoft:jide-action,Software Construction
com.jidesoft:jide-charts,Software Construction
com.jidesoft:jide-common,Software Construction
com.jidesoft:jide-components,Software Construction
com.jidesoft:jide-dashboard,Software Design
com.jidesoft:jide-data,Software Construction
com.jidesoft:jide-dialogs,Software Design
com.jidesoft:jide-dock,Software Construction
com.jidesoft:jide-editor,Software Design
com.jidesoft:jide-gantt,Software Construction
com.jidesoft:jide-grids,Software Construction
com.jidesoft:jide-pivot,Software Construction
com.jidesoft:jide-rss,Software Design
com.jidesoft:jide-shortcut,Software Design
com.jitlogic.zico:zico-util,Computing Foundations
com.jitlogic.zorka:zorka,Computing Foundations
com.jk:DJNativeSwing-SWT-custom,Others
com.jk:DJNativeSwing-SWT-custom-swt,Others
com.jk:DJNativeSwing-SWT-custom-swt-api,Others
com.jk:DJNativeSwing-SWT-custom-swt-core,Others
com.jme3:eventbus,Others
com.jme3:j-ogg-oggd,Others
com.jme3:j-ogg-vorbisd,Others
com.jme3:jME3-blender,Others
com.jme3:jME3-core,Others
com.jme3:jME3-desktop,Others
com.jme3:jME3-effects,Others
com.jme3:jME3-jbullet,Others
com.jme3:jME3-jogg,Others
com.jme3:jME3-lwjgl,Others
com.jme3:jME3-lwjgl-natives,Others
com.jme3:jME3-networking,Others
com.jme3:jME3-niftygui,Others
com.jme3:jME3-plugins,Others
com.jme3:jME3-terrain,Others
com.jme3:jME3-testdata,Others
com.jme3:jbullet,Others
com.jme3:jinput,Others
com.jme3:jmonkeyengine3,Others
com.jme3:lwjgl,Others
com.jme3:nifty,Others
com.jme3:nifty-default-controls,Others
com.jme3:nifty-examples,Others
com.jme3:nifty-style-black,Others
com.jme3:noise,Others
com.jme3:stack-alloc,Others
com.jme3:vecmath,Others
com.jme3:xmlpull-xpp3,Others
com.jnaerator:jnaerator,Others
com.jnape.loan-shark:loan-shark,Computing Foundations
com.joanzapata.utils:string-format,Computing Foundations
com.jointhegrid:hive_test,Computing Foundations
com.jolbox:bonecp-benchmark,Others
com.jolbox:bonecp-test-commons,Computing Foundations
com.jonnymatts:core,Computing Foundations
com.jonnymatts:jzonbie-test-util,Computing Foundations
com.jonnymatts:test-util,Computing Foundations
com.joooonho:selectableroundedimageview,Software Construction
com.jpardogo.flabbylistview:library,Software Construction
com.jpardogo.listbuddies:library,Software Construction
com.jprofiler:jprofiler-agent,Software Configuration Management
com.jraska:falcon-spoon-compat,Others
com.jslsolucoes:ojdbc6,Others
com.jsuereth:sbt-pgp,Computing Foundations
com.jsuereth:scala-arm_2.13,Computing Foundations
com.jsuereth:xsbt-gpg-plugin,Others
com.jsyn:jsyn,Others
com.jug6ernaut:debugdrawer,Others
com.juicy:juicyaceeditor,Software Construction
com.jujutsu:tsne,Computing Foundations
com.justep.bex5:biz-api,Software Configuration Management
com.jwebmp:javax.inject,Computing Foundations
com.kaazing:enterprise.java.client.all,Computing Foundations
com.kahuna.sdk:kahuna,Others
com.keminglabs:cljx,Others
com.kenai.nbpwr:ch-randelshofer-quaqua,Software Construction
com.kenai.nbpwr:com-eaio-uuid,Software Construction
com.kenai.nbpwr:com-nilo-plaf-nimrod,Software Construction
com.kenai.nbpwr:com-sun-gluegen,Mathematical Foundations
com.kenai.nbpwr:com-sun-media-imageio,Others
com.kenai.nbpwr:gov-nasa-worldwind,Mathematical Foundations
com.kenai.nbpwr:javax-media-jai,Software Design
com.kenai.nbpwr:javax-media-opengl,Mathematical Foundations
com.kenai.nbpwr:javax-xml-bind,Mathematical Foundations
com.kenai.nbpwr:net-java-nativelibsupport,Mathematical Foundations
com.kenai.nbpwr:org-incava-util-diff,Software Construction
com.kenai.nbpwr:org-jdesktop-beansbinding,Software Construction
com.kenai.nbpwr:org-netbeans-platformx-centrallookup,Mathematical Foundations
com.kenai.nbpwr:org-netbeans-platformx-eventbus-api,Mathematical Foundations
com.kenai.nbpwr:org-openrdf,Others
com.kenai.nbpwr:org-openrdf-elmo,Mathematical Foundations
com.kenai.nbpwr:org-openrdf-elmo-all,Mathematical Foundations
com.kenai.nbpwr:org-slf4j,Mathematical Foundations
com.kenai.nbpwr:org-swinglabs-swingx-ws,Mathematical Foundations
com.kfuntak.gwt.json:gwtprojsonserializer,Software Configuration Management
com.khubla.antlr4formatter:antlr4-formatter-standalone,Software Construction
com.khubla.dot4j:dot4j,Computing Foundations
com.king.king-http-client:king-http-client,Software Construction
com.kloudtek.ktserializer:ktserializer-runtime,Software Security
com.kncept.sp:split-proc,Computing Foundations
com.knuddels:jtokkit,Software Construction
com.kochava.base:tracker,Others
com.kochava.tracker:datapointnetwork,Others
com.kochava.tracker:engagement,Others
com.kochava.tracker:events,Others
com.kochava.tracker:legacyreferrer,Others
com.kochava.tracker:tracker,Others
com.kohlschutter:compiler-annotations,Computing Foundations
com.kohlschutter:kohlschutter-test-util,Computing Foundations
com.kohlschutter:kohlschutter-util,Computing Foundations
com.konghq:unirest-java,Computing Foundations
com.konghq:unirest-java-core,Software Quality
com.konghq:unirest-object-mappers-gson,Software Quality
com.konghq:unirest-objectmapper-jackson,Software Construction
com.kosprov.jargon2:jargon2-api,Others
com.kosprov.jargon2:jargon2-native-ri-backend,Others
com.koushikdutta.ion:ion,Software Construction
com.kpelykh:docker-java,Computing Foundations
com.kryshchuk.mirror.be.objectify:deadbolt-core_2.11,Others
com.kryshchuk.mirror.be.objectify:deadbolt-java_2.11,Others
com.kryshchuk:umlet-wrapper,Software Construction
com.ksc:ksc-sdk-java-core,Computing Foundations
com.kumuluz.ee.fault.tolerance:kumuluzee-fault-tolerance-hystrix,Software Configuration Management
com.kumuluz.ee.fault.tolerance:kumuluzee-fault-tolerance-smallrye,Software Configuration Management
com.kumuluz.ee.health:kumuluzee-health,Software Configuration Management
com.kumuluz.ee.jwt:kumuluzee-jwt-auth,Software Configuration Management
com.kumuluz.ee.metrics:kumuluzee-metrics-core,Software Configuration Management
com.kumuluz.ee.openapi:kumuluzee-openapi-mp,Software Configuration Management
com.kumuluz.ee.opentracing:kumuluzee-opentracing-jaeger,Software Configuration Management
com.kumuluz.ee.rest-client:kumuluzee-rest-client,Software Configuration Management
com.kumuluz.ee.testing:kumuluzee-arquillian-container,Software Configuration Management
com.kumuluz.ee:kumuluzee-servlet-jetty,Software Configuration Management
com.kurento.kms:kms-interface,Software Domain
com.kurtraschke:wsf-api,Others
com.kushkipagos:sonic-sdk,Software Construction
com.kushkipagos:visa-sensory-branding,Software Construction
com.l2fprod.common:l2fprod-common-all,Software Construction
com.l2fprod:l2fprod-common-all,Others
com.larksuite.oapi:larksuite-oapi,Computing Foundations
com.launchableinc:cyyoung,Others
com.launchdarkly.labs:nanohttpd,Others
com.ldaley:injecto,Others
com.ldbc.driver:jeeves,Computing Foundations
com.leanplum:Leanplum,Others
com.leanplum:leanplum-fcm,Others
com.leansoft:bigqueue,Computing Foundations
com.lexicalscope.fluent-reflection:fluent-reflection,Software Construction
com.liferay.arquillian:arquillian-deployment-generator-bnd,Software Configuration Management
com.liferay.mobile:apio-consumer-android,Software Construction
com.liferay.portal:com.liferay.portal.test.internal,Software Configuration Management
com.liferay:aQute.bnd,Software Configuration Management
com.liferay:ch.securityvision.xattrj,Software Configuration Management
com.liferay:com.barbarysoftware.watchservice,Software Configuration Management
com.liferay:com.btr.proxy.vole,Software Configuration Management
com.liferay:com.github.jk1.gradle-license-report,Software Configuration Management
com.liferay:com.liferay.io.delta,Software Configuration Management
com.liferay:com.liferay.portal-kernel,Software Configuration Management
com.liferay:net.fortuna.ical4j,Software Configuration Management
com.liferay:net.jsourcerer.webdriver.JSErrorCollector,Software Configuration Management
com.liferay:org.apache.jspwiki.jspwiki,Software Configuration Management
com.liferay:org.dm.gradle.plugins.bundle,Software Configuration Management
com.liferay:org.eclipse.osgi.services,Software Configuration Management
com.liferay:org.gradle.gradle-base-services,Software Configuration Management
com.liferay:org.gradle.gradle-base-services-groovy,Software Configuration Management
com.liferay:org.gradle.gradle-core,Software Configuration Management
com.liferay:org.gradle.gradle-language-java,Software Configuration Management
com.liferay:org.gradle.gradle-language-jvm,Software Configuration Management
com.liferay:org.gradle.gradle-platform-jvm,Software Configuration Management
com.liferay:org.gradle.gradle-plugins,Software Configuration Management
com.liferay:org.gradle.gradle-reporting,Software Configuration Management
com.liferay:org.jamwiki,Software Configuration Management
com.liferay:org.jvnet.jenkins.plugins.nodelabelparameter,Software Configuration Management
com.liferay:org.outerj.daisy.daisydiff,Software Configuration Management
com.liferay:org.phidias,Software Configuration Management
com.liferay:org.portletbridge.core,Software Configuration Management
com.liferay:org.portletbridge.portlet,Software Configuration Management
com.liferay:portal-impl,Computing Foundations
com.liferay:portal-kernal,Computing Foundations
com.liferay:portal-service,Computing Foundations
com.liferay:util-java,Computing Foundations
com.lightbend.akka.discovery:akka-discovery-kubernetes-api_2.12,Computing Foundations
com.lightbend.akka.discovery:akka-discovery-kubernetes-api_2.13,Computing Foundations
com.lightbend.akka.discovery:akka-discovery-marathon-api_2.11,Others
com.lightbend.akka.discovery:akka-discovery-marathon-api_2.12,Others
com.lightbend.akka.discovery:akka-discovery_2.11,Software Configuration Management
com.lightbend.akka.discovery:akka-discovery_2.12,Software Configuration Management
com.lightbend.akka.grpc:akka-grpc-codegen_2.12,Software Configuration Management
com.lightbend.akka.grpc:akka-grpc-codegen_2.13,Computing Foundations
com.lightbend.akka.grpc:akka-grpc-runtime_2.11,Software Configuration Management
com.lightbend.akka.grpc:akka-grpc-runtime_2.12,Computing Foundations
com.lightbend.akka.grpc:akka-grpc-runtime_2.13,Computing Foundations
com.lightbend.akka.grpc:akka-grpc-runtime_3,Software Configuration Management
com.lightbend.akka.management:akka-lease-kubernetes_2.13,Computing Foundations
com.lightbend.akka.management:akka-management-cluster-bootstrap_2.11,Others
com.lightbend.akka.management:akka-management-cluster-bootstrap_2.12,Computing Foundations
com.lightbend.akka.management:akka-management-cluster-bootstrap_2.13,Computing Foundations
com.lightbend.akka.management:akka-management-cluster-http_2.11,Software Configuration Management
com.lightbend.akka.management:akka-management-cluster-http_2.12,Computing Foundations
com.lightbend.akka.management:akka-management-cluster-http_2.13,Computing Foundations
com.lightbend.akka.management:akka-management-loglevels-logback_2.13,Computing Foundations
com.lightbend.akka.management:akka-management_2.11,Software Configuration Management
com.lightbend.akka.management:akka-management_2.12,Software Configuration Management
com.lightbend.akka.management:akka-management_2.13,Computing Foundations
com.lightbend.akka:akka-projection-core-test_2.12,Computing Foundations
com.lightbend.akka:akka-projection-core-test_2.13,Computing Foundations
com.lightbend.akka:akka-projection-core-test_3,Computing Foundations
com.lightbend.akka:akka-stream-alpakka-testkit_2.11,Computing Foundations
com.lightbend.akka:akka-stream-alpakka-testkit_2.12,Computing Foundations
com.lightbend.akka:akka-stream-alpakka-testkit_2.13,Computing Foundations
com.lightbend.akka:akka-stream-alpakka-testkit_3,Computing Foundations
com.lightbend.akka:copy-of-lagom-persistence-test_2.11,Computing Foundations
com.lightbend.akka:copy-of-lagom-persistence-test_2.12,Computing Foundations
com.lightbend.cinnamon:cinnamon-agent,Computing Foundations
com.lightbend.cinnamon:cinnamon-agent-common,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-cluster-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-cluster_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-http-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-http_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-persistence-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-persistence_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-projection_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-stream-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-stream_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka-typed_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-akka_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-alpakka-kafka-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics-elasticsearch-reporter,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics-hdrhistogram,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics-http-reporter_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics-jvm-metrics,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics-statsd-reporter,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics3,Computing Foundations
com.lightbend.cinnamon:cinnamon-chmetrics3-jvm-metrics,Computing Foundations
com.lightbend.cinnamon:cinnamon-common,Computing Foundations
com.lightbend.cinnamon:cinnamon-context-propagation_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-core-java,Computing Foundations
com.lightbend.cinnamon:cinnamon-core_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-datadog,Computing Foundations
com.lightbend.cinnamon:cinnamon-datadog-socket,Computing Foundations
com.lightbend.cinnamon:cinnamon-java,Computing Foundations
com.lightbend.cinnamon:cinnamon-java-future-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-jmx-importer,Computing Foundations
com.lightbend.cinnamon:cinnamon-jmx-importer-hikaricp,Computing Foundations
com.lightbend.cinnamon:cinnamon-jmx-importer-kafka-consumer,Computing Foundations
com.lightbend.cinnamon:cinnamon-jmx-importer-kafka-producer,Computing Foundations
com.lightbend.cinnamon:cinnamon-jvm-metrics-producer,Computing Foundations
com.lightbend.cinnamon:cinnamon-lagom-projection-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-lagom-projection_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-lagom_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-newrelic,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-datadog,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-jaeger,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-tracer,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-zipkin,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-zipkin-kafka,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing-zipkin-scribe,Computing Foundations
com.lightbend.cinnamon:cinnamon-opentracing_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-play-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-play_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-prometheus,Computing Foundations
com.lightbend.cinnamon:cinnamon-prometheus-httpserver,Computing Foundations
com.lightbend.cinnamon:cinnamon-scala-future-spi,Computing Foundations
com.lightbend.cinnamon:cinnamon-scala_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-slf4j-events,Computing Foundations
com.lightbend.cinnamon:cinnamon-slf4j-mdc_2.13,Computing Foundations
com.lightbend.cinnamon:cinnamon-telegraf,Computing Foundations
com.lightbend.lagom:macro-testkit_2.11,Software Configuration Management
com.lightbend.lagom:macro-testkit_2.12,Software Configuration Management
com.lightbend.lagom:macro-testkit_2.13,Software Configuration Management
com.lightbend.microprofile.reactive.streams:lightbend-microprofile-reactive-streams-zerodep,Software Construction
com.lightbend.play:play-grpc-actions-testdata_2.12,Software Configuration Management
com.lightbend.play:play-grpc-actions-testdata_2.13,Software Configuration Management
com.lightbend.play:play-grpc-testdata_2.11,Software Configuration Management
com.lightbend.play:play-grpc-testdata_2.12,Software Configuration Management
com.lightbend.play:play-grpc-testdata_2.13,Software Configuration Management
com.lightbend:emoji_2.11,Software Construction
com.lightbend:scala-st-nodes,Software Engineering Operations
com.lihaoyi.acyclic:acyclic_2.10,Others
com.lihaoyi.utest:utest-runner_2.10,Software Utilities
com.lihaoyi.utest:utest_2.10,Software Utilities
com.lihaoyi:mill-core_2.12,Others
com.linkedin.android.litr:litr,Software Design
com.linkedin.azkaban:azkaban-db,Software Configuration Management
com.linkedin.azkaban:test,Software Configuration Management
com.linkedin.cytodynamics:cytodynamics-nucleus,Computing Foundations
com.linkedin.dexmaker:dexmaker,Others
com.linkedin.dexmaker:dexmaker-mockito,Software Construction
com.linkedin.dextestparser:parser,Others
com.linkedin.isolation-forest:isolation-forest_3.0.0_2.12,Software Quality
com.linkedin.isolation-forest:isolation-forest_3.2.0_2.12,Software Engineering Operations
com.linkedin.isolation-forest:isolation-forest_3.4.1_2.12,Software Engineering Operations
com.linkedin.isolation-forest:isolation-forest_3.4.2_2.12,Software Engineering Operations
com.linkedin.tony:tony-core,Computing Foundations
com.lithium.mineraloil:waiters,Others
com.liumapp.workable.converter:workable-converter,Others
com.localytics.android:library,Others
com.localytics.androidx:library,Others
com.loopj.android.http:android-async-http,Software Construction
com.lorandszakacs:sprout_2.13,Others
com.lorandszakacs:sprout_3,Others
com.lorandszakacs:sprout_3.0.0-RC1,Others
com.lorandszakacs:sprout_3.0.0-RC2,Others
com.lorandszakacs:sprout_sjs1_2.13,Others
com.lorandszakacs:sprout_sjs1_3,Others
com.lorandszakacs:sprout_sjs1_3.0.0-RC1,Others
com.lorandszakacs:sprout_sjs1_3.0.0-RC2,Others
com.lorentzos.swipecards:library,Software Construction
com.louiscad.splitties:splitties-systemservices,Software Construction
com.lowagie:iText,Mathematical Foundations
com.lowagie:iTextAsian,Software Quality
com.lsjwzh:recyclerviewpager,Software Construction
com.lumidion:sonatype-central-client-requests_2.13,Others
com.lumidion:sonatype-central-client-sttp-core_2.12,Others
com.lumidion:sonatype-central-client-upickle_2.12,Others
com.lumidion:sonatype-central-client-zio-json_2.12,Others
com.lyft.kronos:kronos-android,Software Engineering Management
com.machinezoo.closeablescope:closeablescope,Computing Foundations
com.machinezoo.fingerprintio:fingerprintio,Computing Foundations
com.machinezoo.pushmode:pushmode,Computing Foundations
com.machinezoo.stagean:stagean,Computing Foundations
com.maciejwalkowiak.spring:spring-boot-startup-report,Software Construction
com.madgag.spongycastle:tls,Software Security
com.madrobot:madrobotbeans,Computing Foundations
com.mageddo.kafka:kafka-commons,Software Construction
com.malliina:util-html_2.11,Others
com.mandubian:play-json-zipper_2.11,Others
com.mapbox.mapboxsdk:mapbox-android-accounts,Software Construction
com.mapbox.mapboxsdk:mapbox-java-services-directions,Software Construction
com.mapbox.mapboxsdk:mapbox-java-services-geocoding,Software Construction
com.mapbox.mapboxsdk:mapbox-java-services-turf,Software Construction
com.mapbox.navigator:mapbox-navigation-native,Software Construction
com.mappedin.sdk:android-mvf-downloader,Software Construction
com.mapr.db:maprdb,Computing Foundations
com.mapr.fs:mapr-hbase,Computing Foundations
com.mapr.hadoop:maprfs,Computing Foundations
com.mapr:mapr-java-utils,Computing Foundations
com.mapr:mapr-test-annotations,Computing Foundations
com.marklogic:marklogic-data-hub-test,Computing Foundations
com.marklogic:ml-junit,Computing Foundations
com.marsching.flexiparse:flexiparse,Computing Foundations
com.martiansoftware:nailgun,Software Construction
com.marvelution.maven.components:maven-migration-manager,Software Construction
com.marvelution.maven:maven-test-utils,Software Construction
com.marvelution.maven:maven-utils,Software Construction
com.marvelution.sonar:sonar-rest-client,Software Construction
com.marvinformatics.formatter:jdt-core-com.ibm.icu-58.2.0.v20170418-1837.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.commands-3.9.0.v20170530-1048.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.contenttype-3.6.0.v20170207-1037.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.expressions-3.6.0.v20170207-1037.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.filesystem-1.7.0.v20170406-1337.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.jobs-3.9.1.v20170714-0547.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.resources-3.12.0.v20170417-1558.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.core.runtime-3.13.0.v20170207-1030.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.equinox.app-1.3.400.v20150715-1528.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.equinox.common-3.9.0.v20170207-1454.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.equinox.preferences-3.7.0.v20170126-2132.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.equinox.registry-3.7.0.v20170222-1344.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.jdt.core-3.13.50.v20171007-0855.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.jface-3.13.1.v20170810-0135.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.jface.text-3.12.0.v20170523-1043.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.osgi-3.12.50.v20170928-1321.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.swt-3.106.1.v20170926-0519.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.swt.gtk.linux.x86_64-3.106.1.v20170926-0519.jar,Computing Foundations
com.marvinformatics.formatter:jdt-core-org.eclipse.text-3.6.100.v20170203-0814.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-com.google.gson-2.7.0.v20170129-0911.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-com.google.guava-21.0.0.v20170206-1425.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-com.google.javascript-0.0.20160315.v20161124-1903.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-com.google.protobuf-2.4.0.v201105131100.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-com.ibm.icu-58.2.0.v20170418-1837.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.commands-3.9.0.v20170530-1048.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.contenttype-3.6.0.v20170207-1037.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.expressions-3.6.0.v20170207-1037.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.filesystem-1.7.0.v20170406-1337.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.jobs-3.9.1.v20170714-0547.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.resources-3.12.0.v20170417-1558.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.runtime-3.13.0.v20170207-1030.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.core.variables-3.4.0.v20170113-2056.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.debug.core-3.11.0.v20170605-1534.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.emf.common-2.13.0.v20170609-0707.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.emf.ecore-2.13.0.v20170609-0707.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.equinox.app-1.3.400.v20150715-1528.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.equinox.common-3.9.0.v20170207-1454.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.equinox.preferences-3.7.0.v20170126-2132.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.equinox.registry-3.7.0.v20170222-1344.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.jface-3.13.1.v20170810-0135.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.jface.text-3.12.0.v20170523-1043.jar,Computing Foundations
com.marvinformatics.formatter:jsdt-core-org.eclipse.osgi-3.12.50.v20170928-1321.jar,Computing Foundations
