ArtifactID,Categoria
com.palantir.docker.compose:docker-compose-junit-jupiter,Gerenciamento de Dados
com.palantir.docker.compose:docker-compose-rule,Gerenciamento de Dados
com.palantir.docker.compose:docker-compose-rule-core,Desenvolvimento de Software
com.palantir.docker.compose:docker-compose-rule-junit4,Gerenciamento de Dados
com.palletops:chiba,Web e Aplicações
com.palominolabs.salesforce:test-logging-config,Aplicações Empresariais
com.palominolabs.salesforce:test-util,Aplicações Empresariais
com.pangle.global:ads-sdk,Diversos
com.parship:roperty,Desenvolvimento de Software
com.parsley:parsley-core,Web e Aplicações
com.parsley:parsley-flex,Web e Aplicações
com.password4j:password4j,Desenvolvimento de Software
com.patternity:patternity-graphic,Utilitários e Ferramentas
com.pavlosgi:freecli-testkit_2.11,Diversos
com.pavlosgi:freecli-testkit_2.12,Diversos
com.paypal.checkout:android-sdk,Aplicações Empresariais
com.paypal.messages:paypal-messages,Aplicações Empresariais
com.paypal:payflow,Diversos
com.pengyifan.brat:pengyifan-brat,Diversos
com.perforce:p4java-jfrog,Desenvolvimento de Software
com.peterabeles:auto64fto32f,Análise e Processamento de Dados
com.peterabeles:autoconcurrent,Análise e Processamento de Dados
com.peterabeles:autofloat,Análise e Processamento de Dados
com.pigpioj:pigpioj-java,Desenvolvimento de Software
com.pinterest.ktlint:ktlint-cli-reporter,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-baseline,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-checkstyle,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-core,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-format,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-html,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-json,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-plain,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-plain-summary,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-reporter-sarif,Web e Aplicações
com.pinterest.ktlint:ktlint-cli-ruleset-core,Desenvolvimento de Software
com.pinterest.ktlint:ktlint-core,Desenvolvimento de Software
com.pinterest.ktlint:ktlint-logger,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-baseline,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-checkstyle,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-format,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-html,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-json,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-plain,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-plain-summary,Web e Aplicações
com.pinterest.ktlint:ktlint-reporter-sarif,Web e Aplicações
com.pinterest.ktlint:ktlint-rule-engine,Web e Aplicações
com.pinterest.ktlint:ktlint-rule-engine-core,Desenvolvimento de Software
com.pinterest.ktlint:ktlint-ruleset-experimental,Desenvolvimento de Software
com.pinterest.ktlint:ktlint-ruleset-standard,Diversos
com.pinterest.ktlint:ktlint-ruleset-test,Web e Aplicações
com.pinterest.ktlint:ktlint-test,Desenvolvimento de Software
com.pivotal.jdbc:greenplumdriver,Gerenciamento de Dados
com.pivotal:pxf-api,Gerenciamento de Dados
com.pivovarit:throwing-function,Desenvolvimento de Software
com.planbase.pdf:Tainting,Diversos
com.planbase:Tainted,Diversos
com.platfora.udf:platfora-udf,Gerenciamento de Dados
com.playtika.testcontainers:embedded-aerospike,Gerenciamento de Dados
com.playtika.testcontainers:embedded-minio,Diversos
com.playtika.testcontainers:embedded-redis,Segurança e Gestão
com.pngencoder:pngencoder,Desenvolvimento de Software
com.polonium:polonium-core,Desenvolvimento de Software
com.ponderingpanda.protobuf:protobuf-mobile,Diversos
com.pop.cache:easy-cache-core,Gerenciamento de Dados
com.prezi.typescript:gradle-typescript-plugin,Desenvolvimento de Software
com.processpuzzle:processpuzzle-commons,Utilitários e Ferramentas
com.progress.openedge:messages,Diversos
com.progress.openedge:o4glrt,Diversos
com.progress.openedge:oeauth,Diversos
com.progress.sonic.esb:xq_core,Desenvolvimento de Software
com.progress.sonic.mq:sonic_Client,Desenvolvimento de Software
com.progressoft.brix.domino.api:domino-api-client,Web e Aplicações
com.progressoft.brix.domino.api:domino-api-server,Web e Aplicações
com.progressoft.brix.domino.api:domino-api-shared,Web e Aplicações
com.progressoft.brix.domino.logger:domino-logger,Web e Aplicações
com.progressoft.brix.domino.logging:domino-gwt-logger,Web e Aplicações
com.projectdarkstar.ext.fenggui:fenggui,Desenvolvimento de Software
com.projectdarkstar.ext.jeffpk:saddl,Desenvolvimento de Software
com.projectseptember:freek_2.11,Desenvolvimento de Software
com.projectseptember:freek_2.12,Desenvolvimento de Software
com.prowidesoftware:prowide-core,Gerenciamento de Dados
com.pswidersk:python-gradle-plugin,Desenvolvimento de Software
com.pte.liquid.relay:RelayApi,Desenvolvimento de Software
com.pte.liquid.relay:RelayInterfaces,Desenvolvimento de Software
com.pte.liquid.relay:liquid-relay-camel-converter,Desenvolvimento de Software
com.pulumi:alicloud,Diversos
com.pulumi:aws,Diversos
com.pulumi:aws-native,Diversos
com.pulumi:azure,Diversos
com.pulumi:azure-native,Diversos
com.pulumi:cloudflare,Diversos
com.pulumi:digitalocean,Diversos
com.pulumi:docker,Diversos
com.pulumi:gcp,Diversos
com.pulumi:github,Diversos
com.pulumi:gitlab,Diversos
com.pulumi:google-native,Diversos
com.pulumi:keycloak,Diversos
com.pulumi:kubernetes,Diversos
com.pulumi:nomad,Diversos
com.pulumi:pulumi,Diversos
com.pulumi:random,Diversos
com.pulumi:slack,Diversos
com.pulumi:vault,Diversos
com.pusher:beams-chatkit,Gerenciamento de Dados
com.px100systems:Px100PersistenceAPI,Desenvolvimento de Software
com.px100systems:Px100Util,Desenvolvimento de Software
com.qcloud.cos:hadoop-cos,Gerenciamento de Dados
com.qinglinyi.arg:api,Desenvolvimento de Software
com.qiyukf.unicorn:base,Desenvolvimento de Software
com.qmino:miredot-annotations,Gerenciamento de Dados
com.qualinsight.libs.sonarqube:qualinsight-libs-sonarqube-test,Desenvolvimento de Software
com.quamto:quamto-core,Segurança e Gestão
com.quantcast.android.measurement:QuantcastAndroidSdk,Análise e Processamento de Dados
com.quantcast.android.measurement:QuantcastAndroidSdk-split,Análise e Processamento de Dados
com.quartethealth:datomisca_2.12,Desenvolvimento de Software
com.r0adkll:postoffice,Desenvolvimento de Software
com.rainerhahnekamp:sneakythrow,Desenvolvimento de Software
com.randomnoun.log4j:log4j-good-bits,Gerenciamento de Dados
com.reactific:riddl-stats_2.13,Desenvolvimento de Software
com.readytalk:metrics-statsd-common,Análise e Processamento de Dados
com.readytalk:metrics2-statsd,Análise e Processamento de Dados
com.readytalk:metrics3-statsd,Análise e Processamento de Dados
com.reardencommerce:clhm-production,Gerenciamento de Dados
com.recipegrace:bigbricks-core_2.11,Desenvolvimento de Software
com.recursivity:lift-json_2.8.0,Web e Aplicações
com.redhat.gss:redhat-support-lib-java,Plataformas e Infraestrutura
com.redhat.insights:runtimes-java-api,Gerenciamento de Dados
com.redhat.insights:runtimes-java-core-runtime,Gerenciamento de Dados
com.redhat.ipaas:salesforce-upsert-contact-connector,Desenvolvimento de Software
com.redhat.ipaas:timer-connector,Desenvolvimento de Software
com.redhat.ipaas:twitter-mention-connector,Desenvolvimento de Software
com.redhat.lightblue.rest:lightblue-rest-auth,Gerenciamento de Dados
com.redhat.lightblue.rest:lightblue-rest-integration-test,Gerenciamento de Dados
com.redhat.qe:json-java,Desenvolvimento de Software
com.redhat.resilience.otel:opentelemetry-ext-cli-java,Desenvolvimento de Software
com.redhat.synq:synq,Web e Aplicações
com.redis:lettucemod,Segurança e Gestão
com.redis:spring-lettucemod,Segurança e Gestão
com.redis:testcontainers-redis,Desenvolvimento de Software
com.redislabs:spark-redis,Gerenciamento de Dados
com.redislabs:spark-redis_2.11,Web e Aplicações
com.registry:jregistry,Desenvolvimento de Software
com.rei.aether:aether-utils,Gerenciamento de Dados
com.rempl.plugins:rempl-maven-plugin,Desenvolvimento de Software
com.reprezen.kaizen:openapi-parser,Diversos
com.restphone:scalatestutilities_2.10,Gerenciamento de Dados
com.reuters:rfa,Diversos
com.rgi-corp:graphhopper-reader-osm,Desenvolvimento de Software
com.rht-emitrom:lienzo-core,Web e Aplicações
com.ridecompiler:compiler,Desenvolvimento de Software
com.robrua.easyjava:easyjava,Desenvolvimento de Software
com.rockerhieu.emojicon:library,Desenvolvimento de Software
com.rocketfuel.sdbc.h2:jdbc_2.10,Gerenciamento de Dados
com.rocketfuel.sdbc.h2:jdbc_2.11,Gerenciamento de Dados
com.rocketfuel.sdbc.h2:jdbc_java7_2.10,Gerenciamento de Dados
com.rocketfuel.sdbc.h2:jdbc_java7_2.11,Gerenciamento de Dados
com.rocketfuel.sdbc.jdbc:base_2.10,Gerenciamento de Dados
com.rocketfuel.sdbc.jdbc:base_2.11,Gerenciamento de Dados
com.rocketfuel.sdbc.jdbc:base_java7_2.10,Gerenciamento de Dados
com.rocketfuel.sdbc.jdbc:base_java7_2.11,Gerenciamento de Dados
com.rogiel.httpchannel.captcha:httpchannel-captcha-captchatrader,Gerenciamento de Dados
com.romandanylyk:pageindicatorview,Desenvolvimento de Software
com.roomorama:caldroid,Desenvolvimento de Software
com.roundeights:scalon_2.11,Desenvolvimento de Software
com.rpl:specter,Desenvolvimento de Software
com.rsa.bsafe:cryptoj,Desenvolvimento Frontend
com.rsa.bsafe:cryptojce,Desenvolvimento Frontend
com.rsa.bsafe:cryptojcommon,Desenvolvimento Frontend
com.rsa.bsafe:jcmFIPS,Desenvolvimento Frontend
com.rsa.jsafe:jsafe,Desenvolvimento Frontend
com.rsa:jsafe,Desenvolvimento de Software
com.rudolfschmidt.http:http,Desenvolvimento de Software
com.rudolfschmidt:possible,Desenvolvimento de Software
com.salesforce.i18n:i18n-util,Gerenciamento de Dados
com.salesforce.kafka.test:kafka-junit4,Segurança e Gestão
com.salesforce.kafka.test:kafka-junit5,Gerenciamento de Dados
com.salesforce.servicelibs:jprotoc,Desenvolvimento de Software
com.salesforce.servicelibs:reactive-grpc-common,Desenvolvimento de Software
com.salesforce.servicelibs:reactor-grpc,Web e Aplicações
com.salesforce.servicelibs:reactor-grpc-stub,Web e Aplicações
com.salesforce.servicelibs:rx3grpc-stub,Desenvolvimento de Software
com.salesforce.servicelibs:rxgrpc-stub,Desenvolvimento de Software
com.samajackun.arco:demo-arco-beans,Desenvolvimento de Software
com.samskivert:highchair-spec_2.10,Desenvolvimento de Software
com.samsung.android.spay:sdk,Aplicações Empresariais
com.sandflow:regxmllib,Desenvolvimento Frontend
com.sandinh:akka-actor-tests_0.24,Diversos
com.sandinh:play-test-alone_2.11,Diversos
com.sandinh:test-utils,Diversos
com.sanityinc:jargs,Segurança e Gestão
com.sap.cds:cds4j-api,Desenvolvimento de Software
com.sap.cds:cds4j-runtime,Desenvolvimento de Software
com.sap.cloud.db.jdbc:ngdbc,Gerenciamento de Dados
com.sap.cloud.instancemanager:client,Desenvolvimento de Software
com.sap.cloud.s4hana.cloudplatform:auditlog,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:caching,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:connectivity,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:core,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:metering,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:scp-cf,Desenvolvimento de Software
com.sap.cloud.s4hana.cloudplatform:security,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:servlet,Web e Aplicações
com.sap.cloud.s4hana.cloudplatform:tenant,Desenvolvimento de Software
com.sap.cloud.s4hana.datamodel:bapi-api,Web e Aplicações
com.sap.cloud.s4hana.datamodel:odata-api,Web e Aplicações
com.sap.cloud.s4hana.datamodel:odata-core,Web e Aplicações
com.sap.cloud.s4hana.frameworks:hystrix,Web e Aplicações
com.sap.cloud.s4hana.quality:common,Web e Aplicações
com.sap.cloud.sdk.cloudplatform:cloudplatform-connectivity,Desenvolvimento de Software
com.sap.cloud.sdk.cloudplatform:scp-cf,Desenvolvimento de Software
com.sap.cloud.sdk.datamodel:fluent-result,Desenvolvimento de Software
com.sap.cloud.sdk.s4hana:s4hana-all,Desenvolvimento de Software
com.sap.cloud.sdk.testutil:testutil-core,Desenvolvimento de Software
com.sap.cloud.servicesdk.frameworks:hystrix,Web e Aplicações
com.sap.cloud.servicesdk.prov:jdbc,Desenvolvimento de Software
com.sap.cloud.servicesdk.prov:odatav2-filter,Desenvolvimento de Software
com.sap.cloud.yaas.raml-parser:raml-parser,Web e Aplicações
com.sap.conn.jco:sapjco3,Web e Aplicações
com.sap.db.jdbc.Driver:hana,Gerenciamento de Dados
com.sap.db.jdbc:ngdbc,Gerenciamento de Dados
com.sap.gw.rt:core.api,Desenvolvimento de Software
com.sap.gw.rt:core.runtime,Desenvolvimento de Software
com.sap.odata:com.sap.core.odata.testutil,Gerenciamento de Dados
com.sap.prd.mobile.ios.ota:com.sap.prd.mobile.ios.ota.library,Desenvolvimento de Software
com.sap.xs.auditlog:audit-java-client-api,Web e Aplicações
com.sap.xs.auditlog:audit-java-client-impl,Web e Aplicações
com.sap:sapjco3,Desenvolvimento de Software
com.saucelabs:sauce-connect,Desenvolvimento de Software
com.schibsted.spt.data:jslt,Análise e Processamento de Dados
com.scottescue:backporchshedlock-test-support,Gerenciamento de Dados
com.scottescue:backporchshedlock-test-support-jdbc,Gerenciamento de Dados
com.scurrilous:circe-api,Gerenciamento de Dados
com.scurrilous:circe-common,Gerenciamento de Dados
com.scurrilous:circe-crc,Gerenciamento de Dados
com.scurrilous:circe-impl,Gerenciamento de Dados
com.scurrilous:uritemplate,Desenvolvimento de Software
com.scylladb:java-driver-core,Gerenciamento de Dados
com.scylladb:java-driver-core-shaded,Gerenciamento de Dados
com.scylladb:java-driver-query-builder,Gerenciamento de Dados
com.scylladb:scylla-driver-core,Gerenciamento de Dados
com.sdl.delivery:cd_deployer,Web e Aplicações
com.sdl.delivery:deployer-web-extension,Web e Aplicações
com.sdl.delivery:udp-api-wai,Desenvolvimento de Software
com.sdl.delivery:udp-tcdl,Desenvolvimento de Software
com.sdl.tridion.xo:xo-compatible-client,Web e Aplicações
com.sdl.web.pca:graphql-client,Web e Aplicações
com.sdl.web.pca:pca-client,Web e Aplicações
com.sdl.web:content-v2-controller,Web e Aplicações
com.sdl.web:content-v2-odata,Web e Aplicações
com.sdl.web:discovery-registration-api,Web e Aplicações
com.sdl.web:web-ambient-engine,Web e Aplicações
com.sdl.web:web-oauth,Web e Aplicações
com.sdl.web:web-readwrite-filter,Web e Aplicações
com.secer.elastic:elasticservice_2.11,Desenvolvimento de Software
com.sedmelluq:lavaplayer,Desenvolvimento de Software
com.selesse:jxlint-impl,Desenvolvimento de Software
com.semanticcms:semanticcms-autogit-bom-book,Web e Aplicações
com.semanticcms:semanticcms-autogit-servlet,Web e Aplicações
com.semanticcms:semanticcms-news-all,Web e Aplicações
com.sendmail:jilter,Diversos
com.senseidb.zu:zu-core,Gerenciamento de Dados
com.senseidb.zu:zu-finagle,Gerenciamento de Dados
com.serena:dmclient,Desenvolvimento de Software
com.serenegiant:common,Desenvolvimento de Software
com.servicerocket.confluence.randombits:core,Diversos
com.servicerocket.randombits:randombits-test,Gerenciamento de Dados
com.seventheye.android:robolectric-sqlite,Desenvolvimento de Software
com.seventytwomiles:architecture-rules,Desenvolvimento Frontend
com.shangou.tmq:tmq-client,Desenvolvimento de Software
com.shedhack.exception:exception-controller-spring,Desenvolvimento de Software
com.shedhack.exception:exception-core,Desenvolvimento de Software
com.shedhack.spring:spring-actuator,Desenvolvimento de Software
com.shekhargulati.urlcleaner:urlcleaner,Análise e Processamento de Dados
com.sibvisions.external.jvxfx:dndtabpane,Web e Aplicações
com.sibvisions.jvx:jvx,Web e Aplicações
com.signalfx.public:thread-utils,Segurança e Gestão
com.simba.googlebigquery.jdbc:GoogleBigQueryJDBC42,Gerenciamento de Dados
com.simolecule.centres:centres-cdk,Desenvolvimento de Software
com.singlestore:singlestore-jdbc-client,Gerenciamento de Dados
com.singular.sdk:singular_sdk,Desenvolvimento de Software
com.sirika.httpclienthelpers:httpclienthelpers-springsupport,Desenvolvimento de Software
com.sk89q:worldedit,Diversos
com.sksamuel.hoplite:hoplite-core,Diversos
com.sksamuel.hoplite:hoplite-hocon,Diversos
com.sksamuel.hoplite:hoplite-yaml,Diversos
com.sksamuel.kafka.embedded:embedded-kafka_2.10,Gerenciamento de Dados
com.sksamuel.kafka.embedded:embedded-kafka_2.11,Gerenciamento de Dados
com.sksamuel.koors:koors,Gerenciamento de Dados
com.sksamuel.scalper:scalper_2.10,Gerenciamento de Dados
com.sksamuel.scalper:scalper_2.11,Gerenciamento de Dados
com.sksamuel.scoverage:scalac-scoverage-plugin_2.10,Desenvolvimento Frontend
com.slack.api:bolt,Desenvolvimento de Software
com.slack.api:bolt-socket-mode,Análise e Processamento de Dados
com.slack.api:slack-api-client,Segurança e Gestão
com.slamdata:azure-storage-blob-custom,Diversos
com.slamdata:quasar-connector-internal_2.12,Diversos
com.slamdata:quasar-foundation-internal_2.12,Diversos
com.sleepycat.je:com.springsource.com.sleepycat.je,Análise e Processamento de Dados
com.sleepycat:berkeleydb,Desenvolvimento de Software
com.sleepycat:berkeleydb-je,Desenvolvimento de Software
com.sleepycat:db,Gerenciamento de Dados
com.smartbear.soapui:soapui,Utilitários e Ferramentas
com.smartbear.soapui:soapui-pro-maven-plugin,Desenvolvimento de Software
com.smartbear:swagger4j,Análise e Processamento de Dados
com.smartertravel.metrics.aop:st-metrics,Utilitários e Ferramentas
com.smartsockets:ss,Desenvolvimento de Software
com.sndyuk:bunsan-shogi-template_2.12,Desenvolvimento de Software
com.snowplowanalytics:collector-payload-1,Análise e Processamento de Dados
com.snowplowanalytics:piinguin-protocols_2.12,Análise e Processamento de Dados
com.snowplowanalytics:scala-maxmind-geoip_2.10,Análise e Processamento de Dados
com.snowplowanalytics:scala-maxmind-iplookups_2.10,Análise e Processamento de Dados
com.snowplowanalytics:scala-weather_2.10,Análise e Processamento de Dados
com.snowplowanalytics:schema-sniffer-1,Análise e Processamento de Dados
com.snowplowanalytics:snowplow-common-enrich,Análise e Processamento de Dados
com.snowplowanalytics:snowplow-thrift-raw-event,Análise e Processamento de Dados
com.snowtide:pdftextstream,Análise e Processamento de Dados
com.snowtide:pdfxstream,Aplicações Empresariais
com.soashable.vendor.envjs:envjs-rhino,Desenvolvimento de Software
com.soashable.vendor.jquery:jquery,Desenvolvimento de Software
com.soashable.vendor.jquery:qunit,Desenvolvimento de Software
com.soebes.itf.jupiter.extension:itf-assertj,Desenvolvimento de Software
com.soebes.itf.jupiter.extension:itf-extension-maven,Desenvolvimento de Software
com.soebes.itf.jupiter.extension:itf-jupiter-extension,Desenvolvimento de Software
com.softwarementors.bzngine:bzngine,Web e Aplicações
com.softwarementors.extjs:directjngine,Desenvolvimento de Software
com.softwaremill.diffx:diffx-core_2.12,Web e Aplicações
com.softwaremill.diffx:diffx-core_2.13,Web e Aplicações
com.softwaremill.diffx:diffx-scalatest-should_2.12,Desenvolvimento de Software
com.softwaremill.diffx:diffx-scalatest-should_2.13,Desenvolvimento de Software
com.softwaremill.diffx:diffx-scalatest_2.12,Desenvolvimento de Software
com.softwaremill.diffx:diffx-scalatest_2.13,Desenvolvimento de Software
com.softwaremill.jox:core,Web e Aplicações
com.softwaremill.macmemo:macros_2.11,Gerenciamento de Dados
com.softwaremill.magnolia1_2:magnolia_2.12,Plataformas e Infraestrutura
com.softwaremill.magnolia1_2:magnolia_2.13,Plataformas e Infraestrutura
com.softwaremill.magnolia1_2:magnolia_sjs1_2.13,Desenvolvimento de Software
com.softwaremill.magnolia1_3:magnolia_3,Desenvolvimento de Software
com.softwaremill.magnolia1_3:magnolia_sjs1_3,Desenvolvimento de Software
com.softwaremill.magnolia:magnolia-core_2.12,Plataformas e Infraestrutura
com.softwaremill.magnolia:magnolia-core_2.13,Plataformas e Infraestrutura
com.softwaremill.magnolia:magnolia-core_3,Gerenciamento de Dados
com.softwaremill.odelay:odelay-core_2.12,Diversos
com.softwaremill.odelay:odelay-core_2.13,Diversos
com.softwaremill.retry:retry_2.12,Diversos
com.softwaremill.retry:retry_2.13,Diversos
com.softwaremill.sttp.apispec:apispec-model_2.12,Desenvolvimento de Software
com.softwaremill.sttp.apispec:apispec-model_2.13,Desenvolvimento de Software
com.softwaremill.sttp.apispec:apispec-model_3,Desenvolvimento de Software
com.softwaremill.sttp.apispec:apispec-model_sjs1_2.12,Desenvolvimento de Software
com.softwaremill.sttp.apispec:apispec-model_sjs1_2.13,Desenvolvimento de Software
com.softwaremill.sttp.apispec:apispec-model_sjs1_3,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_2.12,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_2.13,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_3,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_sjs1_2.12,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_sjs1_2.13,Desenvolvimento de Software
com.softwaremill.sttp.apispec:jsonschema-circe_sjs1_3,Desenvolvimento de Software
com.softwaremill.sttp.apispec:openapi-circe-yaml_2.12,Segurança e Gestão
com.softwaremill.sttp.apispec:openapi-circe-yaml_2.13,Segurança e Gestão
com.softwaremill.sttp.client3:akka-http-backend_2.12,Utilitários e Ferramentas
com.softwaremill.sttp.client3:akka-http-backend_2.13,Utilitários e Ferramentas
com.softwaremill.sttp.client3:async-http-client-backend-cats_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:async-http-client-backend-cats_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:async-http-client-backend-future_2.12,Segurança e Gestão
com.softwaremill.sttp.client3:async-http-client-backend-future_2.13,Segurança e Gestão
com.softwaremill.sttp.client3:async-http-client-backend-future_3,Análise e Processamento de Dados
com.softwaremill.sttp.client3:async-http-client-backend-monix_2.13,Web e Aplicações
com.softwaremill.sttp.client3:async-http-client-backend-zio_2.12,Diversos
com.softwaremill.sttp.client3:async-http-client-backend-zio_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:async-http-client-backend-zio_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:cats_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:circe_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:circe_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:circe_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:core_2.11,Desenvolvimento de Software
com.softwaremill.sttp.client3:core_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:core_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:core_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:core_native0.4_2.12,Diversos
com.softwaremill.sttp.client3:core_native0.4_2.13,Diversos
com.softwaremill.sttp.client3:core_native0.4_3,Diversos
com.softwaremill.sttp.client3:core_sjs1_2.12,Diversos
com.softwaremill.sttp.client3:core_sjs1_2.13,Diversos
com.softwaremill.sttp.client3:core_sjs1_3,Diversos
com.softwaremill.sttp.client3:fs2_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:fs2_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:http4s-backend_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:http4s-backend_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:http4s-ce2-backend_2.12,Gerenciamento de Dados
com.softwaremill.sttp.client3:httpclient-backend_2.13,Diversos
com.softwaremill.sttp.client3:json-common_2.12,Segurança e Gestão
com.softwaremill.sttp.client3:json-common_2.13,Segurança e Gestão
com.softwaremill.sttp.client3:json4s_2.13,Análise e Processamento de Dados
com.softwaremill.sttp.client3:monix_2.13,Web e Aplicações
com.softwaremill.sttp.client3:monix_sjs1_2.13,Web e Aplicações
com.softwaremill.sttp.client3:okhttp-backend_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:okhttp-backend_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:okhttp-backend_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:prometheus-backend_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:prometheus-backend_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:slf4j-backend_2.12,Segurança e Gestão
com.softwaremill.sttp.client3:slf4j-backend_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:upickle_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:upickle_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:zio-json_3,Desenvolvimento de Software
com.softwaremill.sttp.client3:zio_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client3:zio_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client3:zio_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_native0.4_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_native0.4_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_native0.4_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_native0.5_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_native0.5_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_sjs1_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_sjs1_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:core_sjs1_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:slf4j-backend_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_native0.4_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_native0.4_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_native0.4_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_native0.5_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_native0.5_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_sjs1_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_sjs1_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client4:upickle_sjs1_3,Desenvolvimento de Software
com.softwaremill.sttp.client4:zio-json_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client:akka-http-backend_2.11,Segurança e Gestão
com.softwaremill.sttp.client:akka-http-backend_2.12,Segurança e Gestão
com.softwaremill.sttp.client:akka-http-backend_2.13,Utilitários e Ferramentas
com.softwaremill.sttp.client:async-http-client-backend-cats_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-cats_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-future_2.11,Segurança e Gestão
com.softwaremill.sttp.client:async-http-client-backend-future_2.12,Segurança e Gestão
com.softwaremill.sttp.client:async-http-client-backend-future_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-monix_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-monix_2.13,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-zio-streams_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client:async-http-client-backend-zio_2.12,Desenvolvimento de Software
com.softwaremill.sttp.client:circe_2.11,Segurança e Gestão
